Filename,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Closest Text Type,corpus,color
I7ysb8TPUmU,1.07,2.33,8.43,-0.38,-0.22,-0.28,Involved persuasion,Y,1
I8_s3_SWG_4,13.22,-2.26,0.89,6.25,2.91,3.81,Involved persuasion,Y,1
I8buQU_Aufo,13.02,-4.73,-3.94,4.93,-2.4,0.97,Involved persuasion,Y,1
i8cbIcQT2So,24.48,-5.01,-4.05,-1.15,-0.38,1.0,Informational interaction,Y,1
I8DJMuBoyA0,11.19,-4.34,-0.54,-0.56,-2.88,3.97,Involved persuasion,Y,1
I8g8xaYUuS0,39.53,-3.16,-2.5,0.66,-2.82,0.49,Intimate interpersonal interaction,Y,1
i8LVVMdBVV8,29.94,-2.8,-2.23,-2.63,-1.26,-2.07,Informational interaction,Y,1
i8M-O5Dqoxg,14.44,-4.49,0.87,-2.53,-1.6,1.36,Involved persuasion,Y,1
i8tHMSAE5wg,13.79,-3.31,-4.32,-1.91,-2.99,0.72,Involved persuasion,Y,1
i8twj-2q8Ik,27.16,-3.25,-3.73,5.42,1.72,0.98,Informational interaction,Y,1
i8Y2oxIW-cA,25.85,-4.36,-1.59,-1.23,-2.85,0.2,Informational interaction,Y,1
i8Yde5F9l_U,24.3,-2.52,-3.19,-4.49,-2.86,-1.93,Informational interaction,Y,1
I9ALzKwzAdg,20.65,-3.82,-1.01,2.9,-2.99,-0.41,Informational interaction,Y,1
I9hJ_Rux9y0,4.87,-3.27,3.17,2.4,-2.38,-1.31,Involved persuasion,Y,1
I9IUYsozIbI,10.25,0.0400000000000001,1.72,4.43,0.28,3.24,Involved persuasion,Y,1
i9PjRBDLn6c,4.12,-5.68,-5.28,2.86,-3.18,-0.62,Involved persuasion,Y,1
I9r_nSizclQ,24.33,-4.31,-3.14,-2.95,-2.92,4.6,Informational interaction,Y,1
I9tiWzgJqkk,0.0299999999999999,-3.19,-3.5,5.3,-3.32,-1.16,Involved persuasion,Y,1
i9vbWqo0g_k,28.35,-3.1,-1.97,-3.0,-1.59,-0.08,Informational interaction,Y,1
I9zEWNChGbw,-0.18,-0.63,5.59,-3.25,-2.35,0.62,Involved persuasion,Y,1
I9zqGeH8EIs,8.94,-2.72,-4.53,-0.14,2.55,-1.88,Involved persuasion,Y,1
i71eK0j6CEs,20.58,0.13,2.81,-4.45,-2.72,0.91,Informational interaction,Y,1
I73G0HLAy5E,-8.79,3.12,-0.409999999999999,-6.3,3.45,6.27,General narrative exposition,Y,1
I82qBZfwmw4,-0.46,-1.81,-1.36,5.99,3.03,0.66,Involved persuasion,Y,1
I82wWwU1qVY,21.32,-5.69,-2.47,2.29,-1.6,2.41,Informational interaction,Y,1
i83qe6WTB2s,5.88,-3.48,-0.0099999999999993,-1.01,-1.34,3.42,Involved persuasion,Y,1
i88MNyRvHys,1.8,-0.38,2.97,-0.0299999999999996,-1.15,-2.05,Involved persuasion,Y,1
I90otRYs54Q,-3.8,2.61,-0.17,-1.34,0.52,0.17,General narrative exposition,Y,1
i92oM1765xg,15.23,-3.63,0.0700000000000001,-3.21,-1.82,0.35,Involved persuasion,Y,1
I857y4QqxZ8,6.91,-0.65,2.23,1.57,-2.92,0.41,Involved persuasion,Y,1
ia0XGX1CkQE,16.39,-4.59,2.35,3.93,-2.02,0.45,Involved persuasion,Y,1
iA4IdneiUik,13.89,1.23,2.26,-0.74,-0.12,1.16,Involved persuasion,Y,1
Ia7DJlm1tfw,12.82,0.84,0.71,2.91,-2.28,3.67,Involved persuasion,Y,1
iAA7f1GSHpY,22.06,-3.57,-3.14,4.93,-2.56,1.86,Informational interaction,Y,1
iAB3xIzZNW8,21.48,-4.83,-5.57,7.57,1.8,-0.0699999999999998,Informational interaction,Y,1
iAd6Q69CFxY,-14.75,-2.92,2.19,-2.47,0.61,-2.35,Learned exposition,Y,1
IaEFmQihUDc,17.75,-1.18,-3.87,-2.0,-2.91,3.05,Informational interaction,Y,1
iaEfxnxd-bE,6.84,0.86,3.13,1.87,2.98,0.11,Involved persuasion,Y,1
IAEkm2zalOM,10.01,-2.62,0.86,-1.18,-0.74,0.35,Involved persuasion,Y,1
IaemBpiWmXI,7.86,-2.0,-2.12,1.68,-3.92,-3.5,Involved persuasion,Y,1
IAfoDpCLd-A,-21.86,1.66,5.22,-7.17,8.58,1.02,Learned exposition,Y,1
IaJLA0QFsHU,0.19,-0.47,4.24,1.71,0.32,-0.47,Involved persuasion,Y,1
iak1GP0pGbk,24.74,-2.2,-2.15,1.31,-1.86,1.53,Informational interaction,Y,1
iAKjiJP70TY,21.47,-3.69,-4.41,-2.94,-0.77,-1.1,Informational interaction,Y,1
IaMQNN-zAr0,25.75,-2.86,-3.68,-0.92,-2.68,2.12,Informational interaction,Y,1
IamTSEu_h0E,31.69,-3.39,-3.93,-2.13,-2.33,0.79,Informational interaction,Y,1
iANcHMXNa04,0.0999999999999999,0.4,2.97,6.66133814775094e-16,-2.41,0.97,Involved persuasion,Y,1
iAoJ6Z3baCI,20.49,-4.11,-3.53,-2.82,-3.92,4.57,Informational interaction,Y,1
iAQmC6sWU-A,30.0,-1.6,-3.47,2.56,0.41,1.0,Informational interaction,Y,1
iAQQDZ3vy0s,30.7,-4.33,-1.69,-1.09,-3.53,-2.35,Informational interaction,Y,1
IaSjhvPF6F0,28.62,-4.56,-4.91,-0.17,-1.53,-0.36,Informational interaction,Y,1
iAUspRYbvRU,29.35,-4.91,-1.99,-3.54,-3.5,2.36,Informational interaction,Y,1
IayRbTzVJ9o,19.17,-6.97,-5.89,7.37,2.17,-1.9,Informational interaction,Y,1
IAy-UYTcW0Y,30.84,-2.5,-1.49,-0.58,-3.53,-0.45,Informational interaction,Y,1
iAZIYKpFAnc,29.81,-5.14,0.72,3.41,2.35,-0.53,Informational interaction,Y,1
iB0H1-XCjc8,2.39,-4.97,2.35,8.91,1.71,-0.12,Involved persuasion,Y,1
IB6-_wHDrcc,1.15,2.83,-0.77,4.43,0.71,0.84,Involved persuasion,Y,1
iB7cF3J72BQ,2.63,-4.23,-1.59,-0.89,-1.46,0.64,Involved persuasion,Y,1
IBasFs8t29s,28.37,-5.77,-4.74,4.13,-1.74,-2.21,Informational interaction,Y,1
ibc7ZdxXSGM,8.29,-3.09,4.06,-0.21,-0.67,3.4,Involved persuasion,Y,1
IBCOMgJrgq0,6.22,4.12,-0.93,10.75,3.35,5.43,Involved persuasion,Y,1
iBE_rUmZd5I,29.36,-3.37,-4.54,-2.61,-3.4,0.19,Informational interaction,Y,1
IbgcwHv5ogA,11.62,-3.95,4.15,2.67,-0.87,1.71,Involved persuasion,Y,1
iBgwUD5D2L8,25.17,-1.64,-0.91,-1.1,-3.01,1.04,Informational interaction,Y,1
ibGYpv5274g,12.44,-3.27,0.42,-4.4,-2.31,0.15,Involved persuasion,Y,1
iBIruONEzR0,28.77,-5.1,-1.86,-0.13,0.74,-1.93,Informational interaction,Y,1
IBLYeCv9YNI,19.45,-2.69,-3.44,-3.44,-1.9,-0.59,Informational interaction,Y,1
iBRXgWKyz2E,9.99,-0.5,0.58,6.07,-0.53,-1.83,Involved persuasion,Y,1
IbSJOsI6sY8,37.78,-0.3,-2.01,6.59,-2.01,-0.45,Informational interaction,Y,1
ibUfH_e8ysw,6.98,0.87,2.68,-4.36,-1.14,3.02,Involved persuasion,Y,1
ibVPdnlAf94,8.57,-1.66,-1.16,-1.88,-0.85,0.4,Involved persuasion,Y,1
iBVReapSWx4,-7.48,-2.31,2.49,-0.33,-0.76,0.99,General narrative exposition,Y,1
Ibvv4mQjxcs,9.41,-3.57,-5.51,-3.35,-2.69,2.31,Involved persuasion,Y,1
iBw4hTA6MYY,41.36,-2.38,-0.93,9.78,-2.77,-1.48,Intimate interpersonal interaction,Y,1
ibX6oDoYo0o,-0.74,-2.02,-0.59,-4.78,-3.92,-2.38,Involved persuasion,Y,1
IBZR8wkbAH8,13.53,-0.19,0.47,-5.03,-1.4,2.83,Involved persuasion,Y,1
Ic_3aUX1SQs,30.75,-2.87,-1.89,1.92,0.0800000000000001,4.2,Informational interaction,Y,1
ic1j8N9zTRc,36.83,-3.75,-1.98,4.62,-2.34,2.43,Informational interaction,Y,1
Ic4r0VRAbiY,8.02,-5.36,-0.54,5.41,-0.0300000000000001,0.65,Involved persuasion,Y,1
Ic668Uk1jP8,22.25,-0.95,-2.34,0.68,-2.49,1.85,Informational interaction,Y,1
icb4DgwO0w0,26.0,-4.49,-1.29,-1.29,-1.14,-0.19,Informational interaction,Y,1
iCb9g7jimmo,23.55,-6.1,-0.36,-1.06,0.19,-1.57,Informational interaction,Y,1
icBmXWZA_R0,21.04,-5.86,-7.73,6.82,0.19,0.83,Informational interaction,Y,1
iCCKprnaSCg,27.16,-4.22,-11.51,5.22,-3.92,-0.57,Informational interaction,Y,1
icCXYhR3dRw,35.1,0.75,-1.8,-1.89,2.01,-1.57,Informational interaction,Y,1
IcDGtWQGprQ,24.58,-3.89,-2.92,-0.0899999999999999,-3.19,-0.69,Informational interaction,Y,1
ICfB5eQAXcE,12.17,0.89,-2.36,-1.36,-0.41,-1.76,Imaginative narrative,Y,1
ichIsEaUalI,32.89,-4.22,-6.93,-2.88,-2.88,-0.74,Informational interaction,Y,1
IcinDT-NTKY,22.93,-2.36,-1.52,1.78,-1.12,0.5,Informational interaction,Y,1
ICiSFtr8Kdw,-9.91,-7.38,1.44,-6.79,-3.92,-2.57,General narrative exposition,Y,1
iCjYbhGF0ow,11.51,2.75,-0.79,-2.5,-3.14,1.48,Imaginative narrative,Y,1
IcKPDco32H8,20.57,-0.8,1.55,2.17,-2.05,1.48,Informational interaction,Y,1
iClkn7rfOm4,15.54,1.28,0.36,-0.69,-1.49,0.29,Involved persuasion,Y,1
iclLasZgH6o,30.93,-3.69,-4.66,-0.2,-2.62,-1.09,Informational interaction,Y,1
IcQ_-MJ8zpk,35.2,-5.68,0.67,-1.18,-3.92,-2.09,Informational interaction,Y,1
iCqsoFxhvOo,5.4,-6.0,-2.49,-8.95,-2.28,-2.64,Situated reportage,Y,1
icS716sG3uI,33.73,-4.15,-1.69,-2.79,-1.22,-1.5,Informational interaction,Y,1
ICszedLdC0I,19.28,-2.72,-7.92,3.03,-3.38,-0.95,Informational interaction,Y,1
ICTi2Z_X5Kw,16.55,-4.52,-3.45,-1.32,-0.6,4.76,Involved persuasion,Y,1
icv7Zsv2PAw,-12.87,-2.14,5.35,-5.16,3.9,-0.93,Scientific exposition,Y,1
ICw-NZVwW08,31.9,-4.69,-1.14,-2.35,-0.91,3.29,Informational interaction,Y,1
ICXdrEdghaA,23.32,-3.49,-1.28,-2.4,-2.09,-0.41,Informational interaction,Y,1
ICymMDdxCwI,-16.57,-0.429999999999999,4.11,-1.5,0.53,-0.43,Learned exposition,Y,1
id0gGG6Ok6Q,2.88,-1.6,-1.35,1.96,-0.31,0.69,Involved persuasion,Y,1
id01_oBuNR4,18.94,-4.4,-1.07,7.77,-0.7,2.12,Informational interaction,Y,1
id-2WRAW6W8,29.06,-2.67,-2.86,-1.54,-1.66,-0.59,Informational interaction,Y,1
id4_BJ9a9CQ,35.06,-3.74,-1.73,-3.37,-2.32,0.39,Informational interaction,Y,1
ID6oQg7aLAs,20.11,0.68,-1.82,2.22,-0.62,0.0,Informational interaction,Y,1
IDaDCDNrU-0,7.68,-0.49,0.6,-0.11,-0.26,-0.35,Involved persuasion,Y,1
idaYvs0jLI8,25.94,-3.3,-3.9,-1.21,0.67,-0.97,Informational interaction,Y,1
Idc1SARhy2g,39.04,-0.06,-0.86,-2.15,-2.45,0.46,Intimate interpersonal interaction,Y,1
iDdN5cOFB1g,26.57,-3.43,-2.18,2.08,-1.21,1.67,Informational interaction,Y,1
iDeaoTH6AsQ,27.42,-5.9,-4.61,11.87,1.17,-0.81,Informational interaction,Y,1
idhtILTth78,16.97,-1.33,0.47,7.94,1.0,5.5,Involved persuasion,Y,1
idL-_uWJC00,-16.54,-3.67,3.99,1.25,0.54,2.14,Learned exposition,Y,1
IdLkKjX_8EY,24.43,-0.43,-1.09,1.89,-0.71,-1.12,Informational interaction,Y,1
IDMSb8-nOYc,13.03,-2.78,-1.91,8.19,-0.0700000000000001,-1.1,Involved persuasion,Y,1
IDMuqgfFQ1k,31.72,-0.33,0.57,-2.41,-1.99,-0.33,Informational interaction,Y,1
iDO4G0-J5Mk,20.21,-3.48,-1.08,1.07,-2.64,-1.07,Informational interaction,Y,1
idp-3QYedoI,17.88,-4.42,-2.95,-2.0,-3.79,-1.4,Informational interaction,Y,1
IDp808foM9I,27.03,-0.38,-1.9,0.25,-3.11,-1.35,Informational interaction,Y,1
idPw9pn_NC0,14.7,-1.31,1.69,-1.18,-1.58,3.5,Involved persuasion,Y,1
idRfIxuxyQg,36.96,-3.67,-1.86,-4.18,-2.76,1.17,Informational interaction,Y,1
idRMgm-a-dI,28.97,-3.86,-5.79,-4.16,-3.92,0.24,Informational interaction,Y,1
iDrVrxumb4k,21.59,-5.0,-1.37,1.82,-0.18,-1.66,Informational interaction,Y,1
IDuDMSGD75E,28.92,-4.69,-5.91,5.89,-2.11,1.47,Informational interaction,Y,1
IdXNq-i60MM,17.85,-4.94,0.17,-2.78,2.67,1.88,Informational interaction,Y,1
IdxZzR-nKOo,21.11,-1.91,-0.33,-1.36,-3.02,-0.62,Informational interaction,Y,1
IDyycnwAif4,4.9,-2.88,-1.32,-1.72,1.94,-3.5,Involved persuasion,Y,1
IDzKp5sii_U,14.73,-5.17,-6.68,1.28,-1.66,2.1,Involved persuasion,Y,1
IE_kxec68To,25.65,-1.89,-2.37,-2.65,-3.12,2.38,Informational interaction,Y,1
IE0tNdkMxtU,25.73,-2.43,-2.34,-3.3,-3.25,-1.19,Informational interaction,Y,1
iE5XrINc7sc,15.5,-4.65,1.76,-0.67,-0.96,1.14,Involved persuasion,Y,1
Ie6_XVMnctw,22.81,-2.44,-0.69,0.66,-0.81,-0.26,Informational interaction,Y,1
IE7uDhIq4Xg,35.11,0.14,-0.0099999999999997,-2.1,-2.24,-0.55,Informational interaction,Y,1
IeaUet3sDW0,14.81,-4.96,-1.14,4.25,-1.68,1.35,Involved persuasion,Y,1
iedis79xK9M,36.39,-0.73,-1.09,1.2,-2.27,0.84,Informational interaction,Y,1
iefniN38UuU,22.91,0.7,4.21,-3.6,-2.68,2.48,Informational interaction,Y,1
Ieh1ULKPxBU,9.35,3.67,2.14,5.34,-0.0700000000000001,-0.47,Involved persuasion,Y,1
iehEDOQzi-8,28.38,-3.78,-2.47,-1.16,-2.96,-0.1,Informational interaction,Y,1
IEH-fHvNVQQ,27.2,-6.35,-6.3,4.19,-3.21,0.34,Informational interaction,Y,1
IeIk-4ItQ70,20.22,-3.85,-1.79,1.39,-1.57,0.15,Informational interaction,Y,1
ieIpSyRCaM0,20.9,-5.13,-2.65,-2.19,0.0100000000000002,4.12,Informational interaction,Y,1
IeJdThBjOOA,18.82,-1.51,-4.96,0.96,-0.89,1.86,Informational interaction,Y,1
IelaMSl40qI,11.42,0.28,-3.02,-4.49,-3.49,-1.45,Imaginative narrative,Y,1
ieLK459O3J0,8.86,-3.4,-1.32,4.43,-0.46,4.14,Involved persuasion,Y,1
IemcWNsaem8,-1.06,3.83,0.84,1.74,2.61,-0.58,Involved persuasion,Y,1
IeRY8kqx5F4,27.03,-2.34,-2.44,6.39,-3.23,1.34,Informational interaction,Y,1
IEsGh__0W8I,39.6,-0.35,1.26,-3.97,-2.33,-2.45,Intimate interpersonal interaction,Y,1
iEv6NTwQrco,-2.62,1.42,-0.640000000000001,1.09,1.3,1.95,General narrative exposition,Y,1
IEx9DlcYxB0,-5.06,2.12,-1.94,0.19,4.49,1.76,General narrative exposition,Y,1
IeYjO9eQpKM,-11.16,1.04,3.02,3.55,2.48,-0.77,General narrative exposition,Y,1
If0A40iM0lc,1.08,-3.24,0.26,3.02,3.59,2.08,Involved persuasion,Y,1
IF4PI6NWgP0,21.47,-1.25,-2.12,-1.48,-3.59,0.1,Informational interaction,Y,1
If5tws5jiQE,19.45,-4.45,-1.87,-0.46,1.11,-1.19,Informational interaction,Y,1
if6i4xg82g8,-7.36,5.22,1.51,0.5,3.54,0.91,General narrative exposition,Y,1
iF8hoGBdZJo,18.3,-4.67,-5.57,-0.67,-1.0,1.03,Informational interaction,Y,1
IF9z7qn76A8,26.57,-0.64,-3.16,-0.31,-3.45,-0.95,Informational interaction,Y,1
IF55I1TTsro,20.59,-5.66,-1.08,-2.64,-3.32,8.45,Informational interaction,Y,1
IF75no2HH5c,-20.59,1.09,1.82,-0.91,0.85,-0.93,Learned exposition,Y,1
If83OXJwQ7M,35.4,-4.39,-0.77,1.5,-1.8,-1.14,Informational interaction,Y,1
IFcrR0ez2fI,22.52,-4.58,1.99,2.58,-3.03,1.26,Informational interaction,Y,1
ifEcUMRq1nc,21.78,-1.6,-1.21,-0.66,-3.1,-0.47,Informational interaction,Y,1
iFjNzocCasE,27.99,-3.39,-3.67,-0.86,-2.45,0.91,Informational interaction,Y,1
IFkCdrmeBVA,21.3,-3.56,-1.8,-0.23,-1.41,3.31,Informational interaction,Y,1
ifnqHGvteVw,12.63,-2.51,-2.34,-1.65,-2.22,-0.71,Involved persuasion,Y,1
IFO3hdw8Xsc,16.72,-1.57,-1.39,2.87,-2.39,2.62,Involved persuasion,Y,1
iFPu_JIrbD8,9.7,-1.37,-4.43,-3.47,-2.37,1.98,Imaginative narrative,Y,1
ifqIwK8ShYs,22.22,-2.16,-2.8,-1.86,-3.32,2.66,Informational interaction,Y,1
ifrcZlC7iis,-4.26,3.65,2.55,-0.15,0.2,-1.61,General narrative exposition,Y,1
IFrTjHIH1t8,-4.48,0.73,3.61,-3.18,2.7,0.34,General narrative exposition,Y,1
IfrugKqCzQs,12.6,1.1,-0.0999999999999999,1.49,-2.59,-0.35,Involved persuasion,Y,1
ifs3U8ykSFs,46.78,-1.49,1.28,28.21,-3.92,-3.5,Intimate interpersonal interaction,Y,1
IFtOd7siwiI,28.36,-0.57,-0.33,-2.47,-1.98,-0.11,Informational interaction,Y,1
IFVmrc-KXOA,15.87,-6.2,-4.99,5.96,3.06,0.32,Involved persuasion,Y,1
IfVui7Hu55k,28.84,-3.65,-3.72,0.05,-1.79,-2.45,Informational interaction,Y,1
iG8cy4e0xJU,26.72,-0.96,-6.52,4.54,-3.62,-2.19,Informational interaction,Y,1
Ig8ExZK-iXk,2.71,1.64,-0.0799999999999997,10.16,1.76,-0.33,Involved persuasion,Y,1
Ig9BcW7gXvE,9.96,-0.47,4.36,-2.06,-0.53,-0.14,Involved persuasion,Y,1
ig81GufgnM0,25.7,-1.54,-3.65,-1.47,-2.72,3.36,Informational interaction,Y,1
igBCAQgcPd8,21.87,-4.08,-0.68,-2.6,-0.81,1.01,Informational interaction,Y,1
iGfxsr_fMcw,22.39,0.96,-0.21,0.63,-1.9,1.88,Informational interaction,Y,1
igIUG-EIy3Y,8.51,-0.23,1.95,0.44,-2.56,-0.14,Involved persuasion,Y,1
igJ3NTuhY2M,27.92,-3.66,-0.49,-1.42,1.68,1.05,Informational interaction,Y,1
IGjMUmuYNkY,17.48,-4.59,-1.06,-2.61,-2.85,-1.34,Informational interaction,Y,1
iGJQiZM8tag,21.71,-3.5,-2.84,0.0899999999999999,-1.87,0.09,Informational interaction,Y,1
IgkLuc1piyw,38.62,-2.6,0.48,0.44,-3.21,1.5,Intimate interpersonal interaction,Y,1
igKPrA4AV5M,12.58,-3.39,-0.76,8.47,0.51,2.05,Involved persuasion,Y,1
igktxTJfr3I,5.33,-0.97,3.25,-0.39,-0.2,1.62,Involved persuasion,Y,1
igM4S5dOZrc,16.03,3.23,-0.42,-0.16,-3.71,-1.45,Imaginative narrative,Y,1
IGmc_0UODfI,34.85,-3.75,-1.63,-1.57,-0.21,-0.16,Informational interaction,Y,1
iGmo9e5aOvA,29.46,-1.7,0.51,2.07,-1.85,0.95,Informational interaction,Y,1
IGrMxqeHAf8,27.21,-1.85,-0.12,0.54,-3.55,5.22,Informational interaction,Y,1
iGRQ80UGrGA,27.38,-2.71,-3.64,0.15,-3.53,-0.52,Informational interaction,Y,1
IGtMuoY1xDA,16.66,-4.45,1.2,4.78,-2.42,-1.81,Involved persuasion,Y,1
igtVMigqbPY,20.81,-2.77,-1.96,0.0700000000000003,-1.7,2.16,Informational interaction,Y,1
IguM8LViamA,21.03,-2.25,-1.13,-3.57,-1.63,0.64,Informational interaction,Y,1
IGUs74jU9v0,12.05,-3.51,2.13,10.9,-1.63,-1.79,Involved persuasion,Y,1
igyJnnGfx-k,-6.25,0.0,3.15,-3.66,-0.94,-0.18,General narrative exposition,Y,1
Ih3VKAivVQs,12.22,2.58,-1.99,-3.93,-2.39,6.64,Imaginative narrative,Y,1
ih5T-_bJjk4,0.0600000000000005,-6.99,1.06,1.89,0.97,2.36,Involved persuasion,Y,1
ihCWAUOsFdE,28.39,-6.83,1.64,6.67,3.66,3.78,Informational interaction,Y,1
IHE8F1OsFtA,41.06,-0.0400000000000001,-2.95,2.27,-3.27,-0.4,Intimate interpersonal interaction,Y,1
IHEVezcsUMg,20.53,-3.23,-0.61,2.77,2.38,1.54,Informational interaction,Y,1
Ih-fanLWsLs,19.97,-1.72,-2.82,-3.95,-1.8,-0.41,Informational interaction,Y,1
ihhJocyLb1I,4.46,-3.61,0.99,10.09,-0.53,-2.5,Involved persuasion,Y,1
IHI79-ol-xM,13.92,-0.75,0.84,10.34,-0.49,-1.26,Involved persuasion,Y,1
IHJtWe6PRQQ,7.61,-0.45,-4.33,-0.59,-1.3,-0.22,Imaginative narrative,Y,1
iHOJ0M6RItU,5.93,1.82,1.35,-1.73,2.27,2.38,Involved persuasion,Y,1
ihq7ldOBwxI,17.67,-4.08,-1.37,5.93,2.16,-1.95,Involved persuasion,Y,1
IhRVo7zi-00,21.94,-4.56,-1.32,-2.05,0.76,1.51,Informational interaction,Y,1
ihS_Hx-XDJY,-10.25,-0.24,4.15,-4.67,-1.98,-0.5,General narrative exposition,Y,1
IhSlaTrISj4,47.46,2.79,-1.69,0.0199999999999999,-3.29,-2.0,Intimate interpersonal interaction,Y,1
IHSxNlgtM_g,24.04,-4.11,-0.32,5.63,-0.54,4.65,Informational interaction,Y,1
IHTJGLIV7Us,17.12,-2.49,1.28,-2.72,-1.62,2.05,Involved persuasion,Y,1
IHUHxw4sxO8,-10.61,0.78,4.44,1.54,2.4,-0.22,General narrative exposition,Y,1
iHwQY3tq5zY,26.99,-4.58,-3.08,-6.28,-1.84,1.03,Informational interaction,Y,1
iHWwbdRFUL4,5.45,-2.53,2.37,2.23,-1.05,0.36,Involved persuasion,Y,1
iHXbKsKQbJs,-0.110000000000001,-3.1,3.53,6.11,-1.95,-1.63,Involved persuasion,Y,1
iHYFo9BhYME,19.92,1.9,-0.930000000000001,-0.67,0.2,5.62,Informational interaction,Y,1
IhyypQzkSoQ,29.24,-4.92,-1.7,6.49,-1.18,0.76,Informational interaction,Y,1
iI-_o61_SAc,-16.67,8.38,5.89,-1.4,-1.02,-0.35,General narrative exposition,Y,1
iI3Nqp0BTzk,38.71,-2.96,-1.57,-1.46,0.69,0.09,Intimate interpersonal interaction,Y,1
II3QSDtCcAE,-5.73,-0.66,1.04,-1.96,-0.74,0.65,General narrative exposition,Y,1
II5duL3bQG0,-1.74,3.82,1.96,-1.21,2.51,0.93,General narrative exposition,Y,1
Ii8cl2HL_h4,15.74,-1.73,-1.58,3.32,-2.3,1.86,Involved persuasion,Y,1
II8EKyX0zEU,12.92,1.94,-3.33,1.32,-0.19,0.43,Imaginative narrative,Y,1
II11zRnQaM4,17.52,-0.56,1.68,0.3,-1.65,2.24,Involved persuasion,Y,1
Iiaaypkey9c,20.19,-2.17,1.59,1.77,-1.7,0.07,Informational interaction,Y,1
iiB1BOQxCjs,21.95,-2.67,1.47,-2.71,-1.49,-0.64,Informational interaction,Y,1
IiCALxzkrxk,35.73,-7.17,0.88,-1.24,-2.97,-1.26,Informational interaction,Y,1
IiCVeyp7TGg,16.53,-3.78,-2.07,0.46,-1.93,-0.35,Involved persuasion,Y,1
Iido68T4czc,-13.26,-6.8,-2.43,-8.49,0.25,-3.5,General narrative exposition,Y,1
iIGaV6qmpe4,11.48,-1.85,2.04,9.8,-0.45,0.93,Involved persuasion,Y,1
iIh8fAJm9oA,-5.24,6.02,-1.61,-2.94,-0.78,-1.39,General narrative exposition,Y,1
iiJiOe6Z054,16.25,6.09,-0.22,0.96,-0.75,2.67,Imaginative narrative,Y,1
iik4EN5mbCM,18.88,-3.81,-3.3,-1.27,-1.72,1.24,Informational interaction,Y,1
iikD0t-OKnc,39.36,-2.56,-4.15,1.44,-0.33,-0.62,Intimate interpersonal interaction,Y,1
iIKKqxyOUzM,26.36,-3.34,-2.8,-0.57,-3.11,2.31,Informational interaction,Y,1
iIKLUplU1RY,23.12,0.72,-0.0299999999999998,0.54,-1.83,0.97,Informational interaction,Y,1
iiKrBURWFhE,22.54,-2.97,-1.76,-3.56,-0.73,1.12,Informational interaction,Y,1
iilRoyQ9Ny4,27.57,-4.33,-4.27,-1.75,-2.83,-0.85,Informational interaction,Y,1
iiN412rpG7w,14.94,-0.33,-3.66,-1.05,-3.3,-0.0600000000000001,Imaginative narrative,Y,1
IiP4nMR37GI,8.07,-0.18,-0.52,-1.64,-1.67,-0.69,Involved persuasion,Y,1
iiuKPtvKZcM,9.99,-2.03,-1.61,0.0599999999999998,-1.82,1.79,Involved persuasion,Y,1
iIV_UyN9Dlc,2.24,-0.3,0.61,2.38,1.52,2.97,Involved persuasion,Y,1
IiWtOrjniFo,24.18,-1.83,-0.88,-1.51,-1.53,1.98,Informational interaction,Y,1
iix6tWuJkxo,13.98,-3.52,4.61,1.04,-1.83,-1.09,Involved persuasion,Y,1
iIxRp_qFxyE,28.03,3.07,-0.36,2.25,-2.88,-0.4,Informational interaction,Y,1
IiXZhSV2mNk,5.35,-2.51,-0.56,-0.88,-1.36,1.93,Involved persuasion,Y,1
IIYTiRwcCTE,17.79,-1.93,3.35,-1.02,-3.24,-1.35,Involved persuasion,Y,1
iiz7j8odDc8,14.28,-1.01,1.56,0.17,0.0900000000000001,0.62,Involved persuasion,Y,1
Ij2Rx-8D1Co,19.49,-3.32,-2.49,0.24,-3.09,1.14,Informational interaction,Y,1
iJ4wuYNdafs,33.05,-3.76,-1.77,4.93,-3.09,5.76,Informational interaction,Y,1
ij6asHOZbZE,23.35,-6.28,1.53,-1.25,-1.92,3.45,Informational interaction,Y,1
ij8yPu-6PNY,20.82,-3.0,-1.13,5.96,-2.79,2.55,Informational interaction,Y,1
Ija5a-etEBU,8.07,-5.21,-6.96,3.48,-2.01,-1.35,Involved persuasion,Y,1
IjcR6pKsXU0,19.48,-2.59,3.25,0.65,-0.25,-0.28,Informational interaction,Y,1
ijHBHyKC__4,23.95,-2.1,-1.93,0.82,-3.14,1.31,Informational interaction,Y,1
ijHIvAGqxz8,24.03,-3.93,-0.0900000000000003,1.69,1.01,2.28,Informational interaction,Y,1
iJHTPI7TgA0,18.89,-3.58,-3.73,-3.08,-1.68,3.41,Informational interaction,Y,1
iJi8wnspIrE,7.03,6.89,-2.39,-4.27,2.17,-2.76,Imaginative narrative,Y,1
IJig8vl6r2c,17.96,-4.82,0.96,4.01,-2.26,0.52,Involved persuasion,Y,1
IjJrsqjM7aM,26.58,-2.71,-4.4,-0.44,-2.89,0.0,Informational interaction,Y,1
Ij-ju5QyGcs,-2.38,0.17,2.0,-1.19,2.28,2.79,General narrative exposition,Y,1
IJJzZBuK2hg,-1.16,2.95,1.21,2.62,0.81,4.24,Involved persuasion,Y,1
iJMtDWuDKjU,18.39,1.75,-0.88,-2.46,-0.59,1.5,Informational interaction,Y,1
